evidence_record_id,study_reference_id,within_study_evidence_no,author_year,title,evidence_location,evidence_source_original,evidence_source_category,pathway_level_1_original,pathway_level_1_category,pathway_level_2_original,pathway_level_2_corrected_original,climate_factor_original,pathogen,amr_outcome_original,mechanism_chain_original,original_quote,evidence_type_original,evidence_type_category,mechanism_support_original,mechanism_support_category,effect_direction_original,effect_direction_category,time_scale_original,time_scale_category,spatial_context_original,spatial_context_category,extraction_date
EVID_143-M8,143,8,Li et al. (2025),Linking Antibiotic Residues and Antibiotic Resistance Genes to Water Quality Parameters in Urban Reservoirs: A Seasonal Perspective,Results-p.19; Discussion-p.19,2-Results+Discussion整合,Results and discussion integration,3-生态社会介导,Socio-ecological mediation,3a-农业实践,3f-农业实践,降水-变化 (季节性),水体微生物(携带ARGs的细菌),"尽管水库周围无大型工厂或医院,但ARG污染仍相对严重,农业活动是主要污染源","农业活动(特别是施用含抗生素的粪肥和有机废物) → 抗生素及其残留物通过农业废水和表面径流进入水体 → 农业活动显著增加水体中耐药基因浓度 → 导致尽管平山和山湖水库周围无大型工厂或医院,但ARG污染仍相对严重,可能与周围地区的小规模居住和农业活动密切相关。三个水库位于长江中下游,区域水网的连通性使污染物易于在不同水体间传播,加剧污染扩散,进一步扩大污染范围。相比之下,赵桥水库位于更偏远地区,人口密度较低,生态环境相对较好,受人类活动影响较小,因此水体中ARG浓度较低。","Although no large-scale factories or hospitals are located around these reservoirs, the antibiotic resistance gene (ARG) contamination in these two reservoirs remains relatively severe. It may be closely related to the surrounding area's small-scale residential and agricultural activities. In particular, antibiotics and their residues enter water bodies through agricultural wastewater and surface runoff, one of the primary sources of ARG pollution. Agricultural activities, especially applying manure and organic waste containing antibiotics, significantly increased the concentration of resistance genes in water bodies. In addition, the three reservoirs we studied are located along the middle and lower reaches of the Yangtze River, and the connectivity of the regional water network makes it easy for pollutants to spread between different water bodies. The exchange and flow between water bodies exacerbated the spread of contamination, further expanding the scope of contamination. In contrast, Zhaoqiao Reservoir is located in a more remote area, surrounded by a lower population density, a relatively better ecological environment, and is less affected by human activities. Hence, the concentration of ARGs in its water bodies is lower. There are no significant agricultural or industrial pollution sources around Zhaoqiao Reservoir, and the use of antibiotics is low, which results in a lower level of ARG pollution in this reservoir, indicating that differences in geographic location and population density have a significant effect on the extent of ARG pollution. (Discussion-p.19)",2-观察性数据,Observational,1-直接数据支持,Direct empirical support,1-促进AMR,Promoting AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_144-M1,144,1,Li et al. (2021),Fate of antibiotic resistance genes in abandoned swine feedlots in China: seasonal variation,Results-p.4-5; Discussion-p.5-6,2-Results+Discussion整合,Results and discussion integration,1-直接生物学效应,Direct biological mechanisms,1b-基因表达,1a-生长代谢；1f-基因表达；1c-水平基因转移,温度-升高 (夏季),土壤微生物(携带mefA/E和cfr基因的细菌),mefA/E和cfr基因标准化丰度显著增加,"夏季温度升高(北京6月平均19-30°C, 合肥6月平均21-29°C) → 促进携带mefA/E(编码外排泵)和cfr(催化核糖体甲基化)基因的细菌生长和基因表达 → 可能通过MGEs(可移动遗传元件,如质粒和转座子)介导的水平基因转移(HGT)促进这些基因在细菌间传播 → 导致夏季mefA/E和cfr基因标准化丰度显著高于冬季(p<0.05, t-test)。","The normalized abundance of floR significantly decreased, while that of mefA/E and cfr significantly increased in summer (p<0.05). The floR and mefA/E genes encode efflux pumps, while cfr catalyzes ribosomal methylation. In previous studies, these three genes were also frequently found associated with MGEs, such as plasmids and transposons, suggesting MGEs were most likely involved in their variation. (Results-p.5 & Discussion-p.5-6)",2-观察性数据,Observational,1-直接数据支持,Direct empirical support,1-促进AMR,Promoting AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_144-M2,144,2,Li et al. (2021),Fate of antibiotic resistance genes in abandoned swine feedlots in China: seasonal variation,Results-p.4-5; Discussion-p.5-6,2-Results+Discussion整合,Results and discussion integration,1-直接生物学效应,Direct biological mechanisms,1b-基因表达,1a-生长代谢；1f-基因表达；1c-水平基因转移,温度-升高 (夏季),土壤微生物(携带tetA和floR基因的细菌),tetA和floR基因标准化丰度显著降低,"夏季温度升高 → 可能改变携带tetA(外排泵基因)和floR(外排泵基因)细菌的生长环境或基因表达 → 这些基因常与MGEs(如质粒和转座子)连锁,MGEs介导的HGT可能受温度影响 → 导致夏季tetA和floR基因标准化丰度显著低于冬季(tetA在大部分采样点p<0.05, floR在所有采样点p<0.05, t-test)。","The normalized abundance of tetA showed a decreasing trend from winter to the contiguous summer. This gene was found flanked by MGEs (mobile genetic elements, MGEs); therefore, its transmission was associated with the HGT of the MGEs that carried them. The normalized abundance of floR significantly decreased, while that of mefA/E and cfr significantly increased in summer (p<0.05). (Results-p.4-5 & Discussion-p.5)",2-观察性数据,Observational,1-直接数据支持,Direct empirical support,2-抑制AMR (特定基因),Suppressing AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_144-M3,144,3,Li et al. (2021),Fate of antibiotic resistance genes in abandoned swine feedlots in China: seasonal variation,Results-p.4-5; Discussion-p.5-6,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2e-可移动遗传元件,2e-可移动遗传元件,温度-升高 (夏季),土壤微生物(携带intI2基因的细菌),"intI2基因标准化丰度增加,促进ARGs水平转移","夏季温度升高 → 促进intI2(class 2 integron基因)的表达和传播 → intI2允许串联整合和表达编码ARGs的可移动盒(mobile cassettes) → 促进连锁ARGs在细菌间的水平转移(HGT) → 导致夏季intI2基因标准化丰度高于冬季,并增加ARGs传播风险。","In addition, intI2 showed an increasing trend from winter to the contiguous summer, this could facilitate the transmission of the linked ARGs, for integrons permit tandem integration and expression of mobile cassettes coding for ARGs. (Discussion-p.5); ""The class 1 and class 2 integron genes (intI1 and intI2) as indicators of potential HGT."" (Methods-p.3)",2-观察性数据,Observational,1-直接数据支持,Direct empirical support,1-促进AMR,Promoting AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_144-M4,144,4,Li et al. (2021),Fate of antibiotic resistance genes in abandoned swine feedlots in China: seasonal variation,Results-p.4-5; Discussion-p.9-10,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2e-可移动遗传元件,2e-可移动遗传元件,温度-升高 (夏季),"土壤微生物(携带tetM, tetO, tetW基因的细菌)","tetM, tetO和tetW基因在猪场邻近土壤中持续存在并可能通过HGT传播","夏季温度升高 → 促进携带tetM, tetO和tetW基因(核糖体保护蛋白RPP基因)的细菌在猪场邻近土壤中持续存在 → 这些基因常由MGEs(如Tn916样转座子)携带,具有广泛的宿主范围 → MGEs介导的HGT在夏季可能增强 → 导致tetM, tetO和tetW基因在猪场邻近土壤中的相对丰度显著高于对照土壤,且其分布模式独立于季节,与废水一致,提示废水是主要污染源。","Three RPP genes—tetM, tetO and tetW were found significantly increased in soil adjacent to swine feedlots in Beijing, compared with the nearby CK soil. Previously, these three tet genes were found to be prevalent in swine intestinal microbiota and swine manure, indicating their close linkage with animal manure. It was found that the distributing patterns of the three tet genes were independent of seasons, and there were also consistent distributing patterns of these genes between the adjacent soil and wastewater, implicating wastewater as the primary polluting source. These genes are commonly carried on MGEs that facilitate transfers between different bacterial taxa in an ecosystem. For example, tetM, tetO and tetW are present in numerous genera due to HGT. Especially, tetM is commonly carried on Tn916-like transposons which makes it possess the broadest host range among all tetracycline resistance genes. (Discussion-p.5-6)",2-观察性数据,Observational,1-直接数据支持,Direct empirical support,1-促进AMR,Promoting AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_144-M5,144,5,Li et al. (2021),Fate of antibiotic resistance genes in abandoned swine feedlots in China: seasonal variation,Discussion-p.9-10,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-升高 (夏季),土壤微生物(特别是Actinobacteria和Acidobacteria),"北京地区Actinobacteria相对丰度降低,Acidobacteria相对丰度增加","夏季温度升高和降雨增加(北京6月降雨74mm vs 12月2mm) → 土壤湿度增加 → Actinobacteria(耐旱菌,与土壤湿度负相关)相对丰度降低 → Acidobacteria(与土壤湿度正相关)相对丰度增加 → 导致北京地区从冬季到夏季Actinobacteria相对丰度显著降低(从25.6%降至9.9%, p<0.05),Acidobacteria相对丰度显著增加(从15.7%增至31.1%, p<0.05)。合肥地区未观察到此趋势,可能因为其冬季和夏季温度和湿度差异较小(合肥12月降雨29mm vs 6月132mm)。","The relative abundance of Actinobacteria and Acidobacteria showed decreasing and increasing trends, respectively, from winter to summer in Beijing but not in Hefei. This discrepancy might be the result of climatic differences based on geography. Beijing has four distinct seasons with larger temperature fluctuations between winter and summer and is much drier... For example, the average daily temperatures in December and June in Beijing are −6–3 and 19–30 °C, while in Hefei, they are 1–9 and 21–29 °C, respectively. The average rainfall from December to May in Beijing was only 74.1 mm, while in Hefei, it was 362 mm... Moreover, unlike other bacterial phyla in soil, Actinobacteria relative abundance was negatively correlated with soil moisture. In contrast, Acidobacteria populations were positively correlated to soil moisture content. Actinobacteria were drought resistant and could proliferate in arid soil conditions. These variables were probably major contributors to the seasonal variation of Actinobacteria and Acidobacteria in Beijing, because the rainfall is extremely concentrated in summer and winter is a dry season there. (Discussion-p.9-10)",2-观察性数据,Observational,1-直接数据支持,Direct empirical support,1-促进AMR (通过影响ARG宿主菌群),Promoting AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_144-M6,144,6,Li et al. (2021),Fate of antibiotic resistance genes in abandoned swine feedlots in China: seasonal variation,Results-p.7-9; Discussion-p.10,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2a-微生物群落,1c-水平基因转移；2a-微生物群落,温度-升高 (夏季),"土壤微生物(特别是Proteobacteria, Bacteroidetes, Firmicutes, Actinobacteria, Acidobacteria)",夏季ARG潜在宿主菌属的共发生网络更密集,"夏季温度升高 → 促进水平基因转移(HGT)水平增加(多项研究表明HGT高度依赖温度,更高的环境温度促进细菌间HGT,转移频率与特定温度相关) → 导致夏季ARG与细菌属的共发生网络比冬季更密集,夏季ARG潜在宿主菌属范围更广 → 提示夏季ARG通过HGT在更多细菌属间传播,增加ARG传播风险。","In this present study, there were more potential genera hosts on the network of the working swine feedlots than those of the abandoned swine feedlots in the same season. The possible reason for this might be that the HGT level was higher in summer than in winter both in abandoned and working feedlots, as several studies have shown that HGT was highly temperature-dependent. There were also studies showed that higher ambient temperatures favor HGT between bacterial taxa, and transfer frequencies have been linked to specific temperatures. For example, the transformation level of Pseudomonas stutzeri at 12 °C was 0.7% of that at 30 °C. An increase in temperature across different regions was conceived to facilitate the HGT of antibiotic resistance level for common pathogens. (Discussion-p.10)",2-观察性数据,Observational,2-间接数据支持 (引用文献),Indirect empirical support,1-促进AMR,Promoting AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_144-M7,144,7,Li et al. (2021),Fate of antibiotic resistance genes in abandoned swine feedlots in China: seasonal variation,Results-p.7; Discussion-p.10,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2a-微生物群落,2d-水土理化性质,温度-变化 (季节性),土壤微生物(特别是Firmicutes),Firmicutes在猪场邻近土壤中持续富集,"猪粪便长期污染 → Firmicutes(猪肠道微生物的主要菌群,在成年猪粪便中占>90%)通过废水持续输入土壤 → Firmicutes在猪场邻近土壤中富集并携带大量ARGs → Firmicutes相对丰度在冬季和夏季均无显著差异,但在北京猪场邻近土壤中一直高于对照土壤 → 提示Firmicutes是ARG的主要携带者,其持续存在增加ARG传播风险,且这种富集独立于季节。","Moreover, Firmicutes were the predominant phylum in swine intestinal microflora, and the long-term exposure of swine manure to soil is linked to Firmicutes abundance. In our study, the persistence of Firmicutes in soils adjacent to swine feedlots in Beijing suggested that this is a result of long-term manure pollution from the adjacent wastewater. The above characteristics of Actinobacteria and Firmicutes were also most likely to contribute to ARG profiles in the corresponding soil sites, because Actinobacteria and Firmicutes were among the major phyla that host ARGs and caused their transmission. (Discussion-p.10); ""Firmicutes possessed the most nodes in summer, underlining the significant input of antimicrobial-resistant bacterial from swine manure to the wastewater. Because Firmicutes were proved to be the most dominant phylum in the swine feces (>90% in adult swine)."" (Discussion-p.10)",2-观察性数据,Observational,1-直接数据支持,Direct empirical support,1-促进AMR,Promoting AMR,2-观察/累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2025-12-22
EVID_145-M1,145,1,Li (2024),"Spatiotemporal Changes of Antibiotic Resistance, Potential Pathogens, and Health Risk in Kindergarten Dust",Results- p.3923-para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,可删除,温度-季节性变化,未明确（ARG层面）,耐药基因丰度/相对丰度增加,冬季（季节变化）→尘埃环境中ARG亚型检出数增加（冬季显著高于夏季）→ARGs相对丰度更高 → 环境AMR暴露风险上升,"“Paired t test showed that the detected ARG subtypes in winter samples were significantly (P < 0.05) higher than those in summer (Figure 3B).” (p.3923, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_145-M2,145,2,Li (2024),"Spatiotemporal Changes of Antibiotic Resistance, Potential Pathogens, and Health Risk in Kindergarten Dust",Results- p.3923-para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,可删除,温度-季节性变化,未明确（ARG层面）,耐药基因丰度/相对丰度增加,冬季（季节变化）→尘埃环境中ARGs相对丰度范围更高（均值0.43 copies/cell vs 夏季0.21）→耐药性暴露负荷增大,"“The relative abundance of ARGs ranged from 0.31 to 0.65 copies per cell in the winter (mean = 0.43 copies per cell) and from 0.14 to 0.43 copies per cell in the summer (mean = 0.21 copies per cell) (Figure 3C).” (p.3923, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_145-M3,145,3,Li (2024),"Spatiotemporal Changes of Antibiotic Resistance, Potential Pathogens, and Health Risk in Kindergarten Dust",Results- p.3923-para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,可删除,温度-季节性变化,未明确（ARG层面）,耐药基因丰度/相对丰度增加,冬季（季节变化）→ARGs相对丰度统计学显著高于夏季→增加环境耐药基因暴露与传播风险,"“Winter samples had a significantly (paired t test, P < 0.05) higher relative abundance of ARGs than summer samples did (Figure 3D).” (p.3923, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_145-M4,145,4,Li (2024),"Spatiotemporal Changes of Antibiotic Resistance, Potential Pathogens, and Health Risk in Kindergarten Dust",Results- p.3925-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2f-其他环境介导,可删除,温度-季节性变化,未明确（ARG层面）,高风险耐药基因丰度/相对丰度增加,冬季（季节变化）→高风险ARGs（Rank I/II）数量与相对丰度显著更高→更高的耐药传播与健康风险,"“The numbers and relative abundances of high-risk ARGs (Rank I, the current threats; Rank II, the future treats) were significantly higher in winter samples than those in summer samples (P < 0.05, Figure 6A,B), except for the relative abundance of Rank I ARGs.” (p.3925, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_145-M5,145,5,Li (2024),"Spatiotemporal Changes of Antibiotic Resistance, Potential Pathogens, and Health Risk in Kindergarten Dust",Results- p.3924-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2-不确定,综合-多因子,未明确（ARG层面）,耐药基因数量与绝对丰度增加,城市化（urbanization/人类活动压力）→尘埃中ARG数量与绝对丰度显著升高（urban>peri-urban）→环境耐药库扩大与传播风险上升,"“Mann−Whitney test showed that the numbers (Figure 2A) and absolute abundances (Figure 2C) of ARGs were significantly (P < 0.05) higher in urban samples than those in peri-urban samples.” (p.3923, para.1)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_145-M6,145,6,Li (2024),"Spatiotemporal Changes of Antibiotic Resistance, Potential Pathogens, and Health Risk in Kindergarten Dust",Results- p.3923-para.3,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2-不确定,综合-多因子,A.baumannii; E.faecium; P.aeruginosa; S.aureus,潜在耐药传播风险/病原体携带ARG风险增加,城市化（urban）→潜在病原体相对丰度显著更高（1.27% vs 0.67%）→包含ESKAPE病原体富集→ARG/病原体联合暴露风险上升,"“The relative abundance of potential pathogens was significantly higher in urban samples (1.27%) than that in peri-urban dust samples (0.67%) (P < 0.05) (Figure 4A)” (p.3923, para.3)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_145-M7,145,7,Li (2024),"Spatiotemporal Changes of Antibiotic Resistance, Potential Pathogens, and Health Risk in Kindergarten Dust",Results- p.3924-para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2-不确定,综合-多因子,A.baumannii; E.faecium; P.aeruginosa; S.aureus,潜在耐药感染风险上升,城市化（urban）→ESKAPE病原体在尘埃中检出并富集→与ARG/MGE共现背景下提示潜在耐药感染威胁增加,"“The ESKAPE pathogens, Acinetobacter baumannii, Enterococcus faecium, Pseudomonas aeruginosa, and Staphylococcus aureus, were detected in dust samples by both metagenomic analysis and an amplicon-based approach, suggesting necessary attention of kindergarten surface dust should be paid.” (p.3924, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_146-M1,146,1,Kumar (2020),Seasonality impels the antibiotic resistance in Kelani River of the emerging economy of Sri Lanka,Results and discussion-p.2-para.3,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2c-水文条件；2b-抗生素残留,降水-季节模式改变,E.coli,耐药率上升,降水-季节变化→河流自净/抗生素降解过程季节差异→影响抗生素暴露→改变E.coli对氟喹诺酮类的耐药比例→耐药率上升,"“The resistance percentage of the fluoroquinolone (LVX, CIP, and NFX) decreased from upstream K1 to downstream K4 in the Kelani river (Fig. 2). This could be due to the self-purification of the river or the degradation of available antibiotics. Observed seasonal variation is hinting at the influences of climatic factors on the antibiotic susceptibility.” (p.2, para.3)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_146-M2,146,2,Kumar (2020),Seasonality impels the antibiotic resistance in Kelani River of the emerging economy of Sri Lanka,Results and discussion-p.2-para.3,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,温度-季节性变化,E.coli,耐药率上升,温度-季节平均温度变化（夏季/旱季更高温）→抗生素敏感性下降（susceptibility decreased）→耐药表型增加→耐药率上升,"“Fluoroquinolones (LVX, CIP, NFX) showed a similar trend as their susceptibility also decreased in the summer season at all locations except the susceptibility for NFX at sampling location K4.” (p.2, para.3)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_146-M3,146,3,Kumar (2020),Seasonality impels the antibiotic resistance in Kelani River of the emerging economy of Sri Lanka,Results and discussion-p.2-para.4,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2c-水文条件；2b-抗生素残留,降水-季节模式改变,E.coli,耐药率上升,降水-降雨→雨季径流/稀释/富集+排放（WWTP/DWTP）共同作用→影响抗生素/耐药菌进入河流与扩散→改变氟喹诺酮耐药→耐药率上升,"“However, for the Chaophraya River, land-use patterns were considered as the governing factor to influence resistance for the fluoroquinolones, which seems not true for the Kelani River, which seems to have influenced by climatic factor, rains, enrichments, dilutions, WWTP, and DWTP…” (p.2, para.4)",2-观察性数据,Observational,3-理论推测,Theoretical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_146-M4,146,4,Kumar (2020),Seasonality impels the antibiotic resistance in Kelani River of the emerging economy of Sri Lanka,Results and discussion-p.3-para.2,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2c-水文条件,降水-季节模式改变,ARGs（blaCTX1; qnrs）,耐药基因丰度增加,降水-季节变化→水文过程/排放差异→ARG在不同季节输入/稀释/迁移改变→ARG季节丰度差异→耐药基因丰度增加,"“Two out of three genes studied (blaCTX1 and qnrs) were found to be considerably higher at all sites in the summer (March) season than in winter (October). This shows that there is a substantial impact of seasons on the prevalence of ARG as well.” (p.3, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_146-M5,146,5,Kumar (2020),Seasonality impels the antibiotic resistance in Kelani River of the emerging economy of Sri Lanka,Results and discussion-p.3-para.2,3-Discussion数据解释,Discussion interpretation,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2c-水文条件,降水-季节模式改变,ARGs（blaCTX1; qnrs 等）,耐药基因丰度增加,降水-降雨（湿季高流量）→下游ARG输入增强（influx）→ARG在河流中迁移扩散增强→影响ARG季节分布→耐药基因丰度增加,"“It may be attributed to a higher influx of ARG in the downstream during wet seasons with higher discharge.” (p.3, para.2)",3-模型模拟,Model-based,5-理论推测,Theoretical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_146-M6,146,6,Kumar (2020),Seasonality impels the antibiotic resistance in Kelani River of the emerging economy of Sri Lanka,Results and discussion-p.4-para.2,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2c-水文条件,降水-季节模式改变,ARGs（ARG copies）,耐药基因丰度增加,降水-季节变化→蒸发/降雨/径流/合流制溢流等水文过程改变+水质参数改变→ARG迁移与传播过程改变→旱季ARG拷贝数增加→耐药基因丰度增加,"“We observed an increase in the number of ARG copies during dry season, that is, March 2018 than that of the wet season, that is, October 2017. It implies that ARG prevalence and transport are not only source dependent but are also dependent on factors such as seasonality, discharge, hydrological processes like evaporation, rainfall, runoff, and combined sewer overflow, associated water quality parameters…” (p.4, para.2)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_146-M7,146,7,Kumar (2020),Seasonality impels the antibiotic resistance in Kelani River of the emerging economy of Sri Lanka,Results and discussion-p.4-para.2,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2d-水土理化性质,2d-水土理化性质,降水-干旱,ARB; ARGs,耐药基因丰度增加,干旱-蒸发增强（旱季）→污染物/离子富集（ionic enrichment）→EC升高→ARB/ARG与富集关联增强→促进AMR传播维持→耐药基因丰度增加,"“Close associations of both ARB and ARGs seem to be there with contaminant or ionic enrichment, leading to an increase in the overall electrical conductivities (ECs) of the river water in the dry season.” (p.4, para.2)",2-观察性数据,Observational,3-理论推测,Theoretical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,2-自然环境,Natural environment,2026-01-07
EVID_147-M1,147,1,Kolonitsiou (2017),Trends of Bloodstream Infections in a University Greek Hospital during a Three-Year Period: Incidence of Multidrug-Resistant Bacteria and Seasonality in Gram-negative Predominance,Results-p.174-para.3,1-Results实验数据,Results,3-生态社会介导,Socio-ecological mediation,3g-其他社会介导,3b-人用抗生素（感染增加）,温度-季节性变化,Gram-negative bacteria; Fungi,耐药风险/耐药负担增加（感染谱偏移）,夏季温度升高/季节变化→Gram-negative与真菌BSI发生更频繁→住院感染谱向Gram-negative偏移→增加耐药菌相关负担,"“BSIs due to Gram-positive bacteria was less frequent in spring (P<0.001; aIRR 0.052; 95% CI 0.40–0.68), summer (P<0.001; aIRR 0.58; 95% CI 10.45–0.74) and autumn (P<0.001; aIRR 0.61; 95% CI 0.47–0.77), while Gram-negative bacteria (P<0.001; aIRR 1.84; 95% CI 1.47–2.29) and fungi (P<0.001; aIRR 3.20; 95% CI 1.57–6.51) were more frequent in summer months.” (p.174, para.3)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,3-双向作用,Bidirectional or mixed,2-观察累积,Observational cumulative/seasonal,4-宿主体内,Within host / clinical,2026-01-07
EVID_147-M2,147,2,Kolonitsiou (2017),Trends of Bloodstream Infections in a University Greek Hospital during a Three-Year Period: Incidence of Multidrug-Resistant Bacteria and Seasonality in Gram-negative Predominance,Discussion-p.178-para.5,3-Discussion数据解释,Discussion interpretation,3-生态社会介导,Socio-ecological mediation,3g-其他社会介导,3b-人用抗生素（感染增加）,温度-季节性变化,Candida spp.; Gram-negative bacteria (Klebsiella spp.; Acinetobacter spp.; P. aeruginosa),耐药风险/耐药负担增加（与耐药G-相关）,夏季温度升高/季节变化→Candida与特定Gram-negative菌（Klebsiella/Acinetobacter/Pseudomonas）BSI增加→医院内耐药菌传播与感染负担加重,"“In our study, total BSI incidence was higher during summer months due to higher incidence of Candida spp. and Gram-negative bacteria during these months, especially Klebsiella spp., Acinetobacter spp. and P. aeruginosa.” (p.178, para.5)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,4-宿主体内,Within host / clinical,2026-01-07
EVID_147-M3,147,3,Kolonitsiou (2017),Trends of Bloodstream Infections in a University Greek Hospital during a Three-Year Period: Incidence of Multidrug-Resistant Bacteria and Seasonality in Gram-negative Predominance,Discussion-p.178-para.5,3-Discussion数据解释,Discussion interpretation,1-直接生物学效应,Direct biological mechanisms,1a-生长代谢,可删除,温度-升高,Gram-negative bacteria (E.coli作为文献证据点),感染谱偏移/耐药风险增加,温度升高→Gram-negative BSI发生率随温度增加而升高→热季节耐药相关菌感染风险上升,"“It was previously proven that Gram-negative BSI incidence increases proportionately to temperature’s increase (Paul, 2012; Schwab et al., 2014).” (p.178, para.5)",2-观察性数据,Observational,3-理论推测,Theoretical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,4-宿主体内,Within host / clinical,2026-01-07
EVID_147-M4,147,4,Kolonitsiou (2017),Trends of Bloodstream Infections in a University Greek Hospital during a Three-Year Period: Incidence of Multidrug-Resistant Bacteria and Seasonality in Gram-negative Predominance,Discussion-p.178-para.5,3-Discussion数据解释,Discussion interpretation,3-生态社会介导,Socio-ecological mediation,3g-其他社会介导,3b-人用抗生素（感染增加）,温度-季节变化（冬季）,CNS (coagulase negative staphylococci),耐药风险/耐药负担增加（MR-CNS等背景）,冬季（季节变化）→CNS血流感染发生率更高→若伴高甲氧西林耐药率则AMR负担上升,"“This is the first study to demonstrate higher CNS BSIs incidence in winter months, which cannot be explained by temperature-dependence of CNS.” (p.178, para.5)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,4-不确定,Uncertain,2-观察累积,Observational cumulative/seasonal,4-宿主体内,Within host / clinical,2026-01-07
